fixture_id
710797
710799
710803
710805
710807
710808
710810
710811
710820
710822
710823
710824
710827
710828
710832
710834
710837
710842
710844
710847
710852
710854
710855
710856
710857
710860
710861
710873
710875
710878
710879
710883
710884
710889
710891
710894
710895
710896
710898
710903
710906
710909
710911
710915
710918
710922
710923
710925
710927
710929
710930
710935
867949
867964
867970
867979
867989
867997
868010
868021
868030
868040
868049
868061
868069
868083
868089
868103
868112
868121
868132
868136
868150
868163
868170
868180
868190
868200
868210
868225
868227
868239
868249
868261
868267
